problem_id,algorithm,heuristic,no_of_blocks,plan_found,plan_length,nodes_expanded,time_taken
bw-10-7268-1,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,24,24,1.59
bw-10-7268-2,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,40,2606,34.06
bw-10-7268-3,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,28,137,3.31
bw-10-7268-4,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,26,26,1.70
bw-10-7268-5,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,24,35,1.76
bw-10-7268-6,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,22,22,1.67
bw-10-7268-7,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,20,196,3.28
bw-10-7268-8,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,26,26,1.56
bw-10-7268-9,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,28,35,1.69
bw-10-7268-10,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,26,45,1.89
bw-10-7268-11,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,26,26,1.67
bw-10-7268-12,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,20,20,1.48
bw-10-7268-13,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,18,18,1.56
bw-10-7268-14,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,26,26,1.64
bw-10-7268-15,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,24,24,1.54
bw-10-7268-16,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,22,22,1.60
bw-10-7268-17,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,22,22,1.85
bw-10-7268-18,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,30,30,1.76
bw-10-7268-19,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,26,26,1.79
bw-10-7268-20,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,24,24,1.56
bw-10-7268-21,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,28,46,2.00
bw-10-7268-22,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,20,20,1.67
bw-10-7268-23,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,26,28,1.65
bw-10-7268-24,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,24,24,1.60
bw-10-7268-25,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,22,22,1.76
bw-10-7268-26,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,28,28,1.55
bw-10-7268-27,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,18,18,1.56
bw-10-7268-28,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,28,28,1.73
bw-10-7268-29,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,28,54,2.10
bw-10-7268-30,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,20,20,1.52
bw-10-7268-31,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,30,30,1.86
bw-10-7268-32,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,26,26,1.66
bw-10-7268-33,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,18,18,1.60
bw-10-7268-34,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,32,32,2.04
bw-10-7268-35,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,28,28,1.95
bw-10-7268-36,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,28,29,1.62
bw-10-7268-37,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,30,34,1.71
bw-10-7268-38,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,24,24,1.81
bw-10-7268-39,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,20,20,1.67
bw-10-7268-40,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,18,18,1.50
bw-10-7268-41,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,20,20,1.56
bw-10-7268-42,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,26,27,1.92
bw-10-7268-43,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,22,22,1.53
bw-10-7268-44,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,26,26,1.61
bw-10-7268-45,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,24,26,1.59
bw-10-7268-46,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,18,18,1.59
bw-10-7268-47,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,30,30,1.68
bw-10-7268-48,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,30,30,1.68
bw-10-7268-49,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,34,34,1.69
bw-10-7268-50,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,22,22,1.62
bw-10-7268-51,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,26,27,1.65
bw-10-7268-52,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,26,26,1.60
bw-10-7268-53,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,24,24,1.76
bw-10-7268-54,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,24,24,1.64
bw-10-7268-55,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,18,18,1.72
bw-10-7268-56,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,26,26,1.68
bw-10-7268-57,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,24,24,1.68
bw-10-7268-58,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,24,24,1.68
bw-10-7268-59,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,16,16,1.43
bw-10-7268-60,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",10,True,28,28,1.79
bw-11-6452-1,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,34,34,1.75
bw-11-6452-2,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,28,31,1.95
bw-11-6452-3,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,22,22,1.57
bw-11-6452-4,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,24,24,1.77
bw-11-6452-5,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,28,28,1.78
bw-11-6452-6,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,28,28,1.66
bw-11-6452-7,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,30,30,1.83
bw-11-6452-8,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,28,28,1.87
bw-11-6452-9,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,26,26,1.76
bw-11-6452-10,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,20,20,1.57
bw-11-6452-11,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,28,28,1.81
bw-11-6452-12,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,34,34,1.91
bw-11-6452-13,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,28,28,1.91
bw-11-6452-14,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,32,248,5.55
bw-11-6452-15,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,12,12,1.42
bw-11-6452-16,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,30,37,1.79
bw-11-6452-17,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,34,35,1.89
bw-11-6452-18,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,30,30,1.94
bw-11-6452-19,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,24,24,1.57
bw-11-6452-20,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,20,20,1.56
bw-11-6452-21,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,28,28,1.69
bw-11-6452-22,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,30,30,1.85
bw-11-6452-23,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,16,16,1.65
bw-11-6452-24,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,20,20,1.87
bw-11-6452-25,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,26,26,1.67
bw-11-6452-26,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,34,35,1.93
bw-11-6452-27,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,28,28,1.76
bw-11-6452-28,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,24,25,1.70
bw-11-6452-29,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,30,35,1.91
bw-11-6452-30,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,24,24,1.89
bw-11-6452-31,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,34,303,6.08
bw-11-6452-32,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,26,28,1.82
bw-11-6452-33,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,22,22,1.55
bw-11-6452-34,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,32,32,1.77
bw-11-6452-35,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,30,1079,16.12
bw-11-6452-36,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,26,26,1.70
bw-11-6452-37,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,22,22,1.69
bw-11-6452-38,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,34,34,1.82
bw-11-6452-39,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,32,45,1.92
bw-11-6452-40,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,26,26,1.60
bw-11-6452-41,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,32,34,1.98
bw-11-6452-42,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,40,148,3.43
bw-11-6452-43,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,34,35,1.84
bw-11-6452-44,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,32,32,1.86
bw-11-6452-45,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,30,31,1.92
bw-11-6452-46,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,32,35,2.05
bw-11-6452-47,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,28,112,2.90
bw-11-6452-48,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,32,32,1.94
bw-11-6452-49,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,28,28,1.70
bw-11-6452-50,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",11,True,34,34,1.79
bw-12-9546-1,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,32,32,1.85
bw-12-9546-2,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,32,36,1.96
bw-12-9546-3,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,32,35,1.80
bw-12-9546-4,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,34,34,2.05
bw-12-9546-5,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,32,32,1.92
bw-12-9546-6,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,30,32,2.13
bw-12-9546-7,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,26,26,1.66
bw-12-9546-8,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,26,277,6.35
bw-12-9546-9,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,34,34,2.17
bw-12-9546-10,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,38,38,2.12
bw-12-9546-11,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,30,44,2.15
bw-12-9546-12,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,32,32,1.99
bw-12-9546-13,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,30,44,2.26
bw-12-9546-14,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,28,28,1.84
bw-12-9546-15,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,22,22,1.75
bw-12-9546-16,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,32,128,3.04
bw-12-9546-17,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,28,28,1.76
bw-12-9546-18,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,30,30,2.08
bw-12-9546-19,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,30,30,2.05
bw-12-9546-20,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,28,28,1.96
bw-12-9546-21,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,30,30,1.72
bw-12-9546-22,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,30,31,1.98
bw-12-9546-23,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,32,32,1.91
bw-12-9546-24,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,34,34,1.78
bw-12-9546-25,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,40,56,2.52
bw-12-9546-26,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,30,30,1.83
bw-12-9546-27,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,42,73,2.56
bw-12-9546-28,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,36,220,5.47
bw-12-9546-29,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,28,28,1.90
bw-12-9546-30,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,26,129,3.48
bw-12-9546-31,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,30,30,2.01
bw-12-9546-32,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,30,30,1.94
bw-12-9546-33,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,28,28,1.72
bw-12-9546-34,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,32,32,1.94
bw-12-9546-35,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,32,159,4.07
bw-12-9546-36,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,32,32,2.02
bw-12-9546-37,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,32,32,2.01
bw-12-9546-38,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,30,30,1.86
bw-12-9546-39,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,32,32,1.98
bw-12-9546-40,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,34,34,1.97
bw-12-9546-41,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,34,65,2.24
bw-12-9546-42,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,34,34,1.83
bw-12-9546-43,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,34,66,2.47
bw-12-9546-44,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,40,40,1.90
bw-12-9546-45,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,30,32,1.84
bw-12-9546-46,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,34,34,2.05
bw-12-9546-47,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,22,22,1.79
bw-12-9546-48,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,36,806,14.78
bw-12-9546-49,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,34,38,2.12
bw-12-9546-50,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",12,True,36,36,1.94
bw-13-2654-1,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",13,True,30,30,1.80
bw-13-2654-2,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",13,True,40,40,2.01
bw-13-2654-3,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",13,True,38,38,2.30
bw-13-2654-4,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",13,True,34,34,2.22
bw-13-2654-5,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",13,True,38,42,1.93
bw-13-2654-6,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",13,True,30,32,1.79
bw-13-2654-7,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",13,True,40,46,2.11
bw-13-2654-8,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",13,True,42,811,13.79
bw-13-2654-9,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",13,True,30,32,2.10
bw-13-2654-10,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",13,True,38,38,2.18
bw-13-2654-11,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",13,True,22,22,1.54
bw-13-2654-12,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",13,True,54,7158,108.82
bw-13-2654-13,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",13,True,26,26,1.75
bw-13-2654-14,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",13,True,30,30,1.97
bw-13-2654-15,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",13,True,34,52,2.28
bw-13-2654-16,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",13,True,38,38,2.11
bw-13-2654-17,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",13,True,36,36,1.95
bw-13-2654-18,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",13,True,38,59,2.86
bw-13-2654-19,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",13,True,38,67,2.73
bw-13-2654-20,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",13,True,28,29,2.02
bw-13-2654-21,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",13,True,32,34,2.09
bw-13-2654-22,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",13,True,20,21,1.60
bw-13-2654-23,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",13,True,36,36,2.11
bw-13-2654-24,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",13,True,32,32,2.07
bw-13-2654-25,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",13,True,26,26,1.78
bw-13-2654-26,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",13,True,30,47,2.35
bw-13-2654-27,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",13,True,32,32,2.04
bw-13-2654-28,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",13,True,32,34,2.01
bw-13-2654-29,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",13,True,42,42,2.13
bw-13-2654-30,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",13,True,28,28,1.75
bw-13-2654-31,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",13,True,26,26,1.78
