problem_id,algorithm,heuristic,no_of_blocks,plan_found,plan_length,nodes_expanded,time_taken
bw-6-4532-43,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,10,10,1.24
bw-6-4532-44,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,14,14,1.27
bw-6-4532-45,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,12,12,1.25
bw-6-4532-46,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,12,12,1.26
bw-6-4532-47,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,16,16,1.33
bw-6-4532-48,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,10,10,1.24
bw-6-4532-49,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,14,14,1.29
bw-6-4532-50,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,18,24,1.36
bw-6-4532-51,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,16,16,1.36
bw-6-4532-52,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,14,14,1.28
bw-6-4532-53,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,10,10,1.20
bw-6-4532-54,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,10,10,1.41
bw-6-4532-55,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,6,6,1.20
bw-6-4532-56,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,12,12,1.24
bw-6-4532-57,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,18,18,1.49
bw-6-4532-58,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,14,14,1.46
bw-6-4532-59,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,10,10,1.25
bw-6-4532-60,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",6,True,12,12,1.42
bw-7-6874-1,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,14,14,1.30
bw-7-6874-2,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,6,6,1.34
bw-7-6874-3,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,18,18,1.33
bw-7-6874-4,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,18,20,1.53
bw-7-6874-5,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,14,14,1.45
bw-7-6874-6,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,16,16,1.42
bw-7-6874-7,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,20,34,1.54
bw-7-6874-8,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,14,14,1.30
bw-7-6874-9,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,14,14,1.48
bw-7-6874-10,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,14,17,1.34
bw-7-6874-11,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,12,12,1.25
bw-7-6874-12,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,8,8,1.24
bw-7-6874-13,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,12,12,1.39
bw-7-6874-14,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,14,14,1.33
bw-7-6874-15,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,16,33,1.53
bw-7-6874-16,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,24,24,1.42
bw-7-6874-17,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,16,16,1.34
bw-7-6874-18,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,18,18,1.40
bw-7-6874-19,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,18,18,1.39
bw-7-6874-20,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,18,18,1.55
bw-7-6874-21,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,18,18,1.53
bw-7-6874-22,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,12,12,1.27
bw-7-6874-23,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,12,12,1.44
bw-7-6874-24,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,16,16,1.38
bw-7-6874-25,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,12,12,1.51
bw-7-6874-26,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,20,20,1.37
bw-7-6874-27,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,18,18,1.61
bw-7-6874-28,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,20,22,1.44
bw-7-6874-29,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,14,14,1.29
bw-7-6874-30,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,14,14,1.27
bw-7-6874-31,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,14,14,1.30
bw-7-6874-32,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,14,14,1.31
bw-7-6874-33,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,14,14,1.44
bw-7-6874-34,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,18,18,1.41
bw-7-6874-35,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,18,18,1.54
bw-7-6874-36,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,20,20,1.40
bw-7-6874-37,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,16,17,1.34
bw-7-6874-38,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,12,12,1.25
bw-7-6874-39,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,14,14,1.30
bw-7-6874-40,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,8,8,1.41
bw-7-6874-41,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,16,56,1.81
bw-7-6874-42,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,14,14,1.30
bw-7-6874-43,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,16,16,1.30
bw-7-6874-44,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,16,16,1.30
bw-7-6874-45,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,16,16,1.36
bw-7-6874-46,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,20,24,1.49
bw-7-6874-47,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,18,22,1.44
bw-7-6874-48,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,8,8,1.22
bw-7-6874-49,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,20,20,1.39
bw-7-6874-50,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,16,16,1.46
bw-7-6874-51,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,14,14,1.30
bw-7-6874-52,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,22,22,1.44
bw-7-6874-53,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,14,14,1.27
bw-7-6874-54,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,8,8,1.19
bw-7-6874-55,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,20,20,1.37
bw-7-6874-56,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,18,18,1.37
bw-7-6874-57,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,16,16,1.38
bw-7-6874-58,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,18,19,1.40
bw-7-6874-59,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,10,10,1.25
bw-7-6874-60,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",7,True,18,18,1.35
bw-8-3326-1,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,14,22,1.42
bw-8-3326-2,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,20,20,1.37
bw-8-3326-3,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,14,14,1.51
bw-8-3326-4,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,18,18,1.39
bw-8-3326-5,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,20,20,1.44
bw-8-3326-6,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,18,18,1.36
bw-8-3326-7,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,24,29,1.53
bw-8-3326-8,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,16,16,1.33
bw-8-3326-9,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,14,14,1.32
bw-8-3326-10,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,22,22,1.66
bw-8-3326-11,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,26,26,1.44
bw-8-3326-12,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,12,12,1.54
bw-8-3326-13,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,14,14,1.44
bw-8-3326-14,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,14,15,1.51
bw-8-3326-15,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,20,166,2.94
bw-8-3326-16,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,20,20,1.41
bw-8-3326-17,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,16,16,1.52
bw-8-3326-18,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,18,18,1.61
bw-8-3326-19,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,22,22,1.44
bw-8-3326-20,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,18,18,1.36
bw-8-3326-21,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,18,18,1.44
bw-8-3326-22,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,16,16,1.49
bw-8-3326-23,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,16,16,1.29
bw-8-3326-24,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,18,18,1.37
bw-8-3326-25,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,16,16,1.39
bw-8-3326-26,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,14,14,1.31
bw-8-3326-27,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,20,20,1.56
bw-8-3326-28,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,18,18,1.42
bw-8-3326-29,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,24,24,1.53
bw-8-3326-30,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,22,22,1.45
bw-8-3326-31,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,18,18,1.55
bw-8-3326-32,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,16,16,1.47
bw-8-3326-33,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,24,24,1.51
bw-8-3326-34,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,20,20,1.44
bw-8-3326-35,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,12,12,1.32
bw-8-3326-36,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,20,20,1.39
bw-8-3326-37,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,20,21,1.43
bw-8-3326-38,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,14,14,1.34
bw-8-3326-39,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,16,16,1.48
bw-8-3326-40,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,14,14,1.31
bw-8-3326-41,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,20,20,1.46
bw-8-3326-42,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,12,12,1.29
bw-8-3326-43,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,16,16,1.37
bw-8-3326-44,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,12,12,1.35
bw-8-3326-45,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,20,25,1.48
bw-8-3326-46,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,16,16,1.49
bw-8-3326-47,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,20,20,1.40
bw-8-3326-48,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,16,18,1.39
bw-8-3326-49,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,16,16,1.41
bw-8-3326-50,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,18,18,1.37
bw-8-3326-51,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,20,20,1.45
bw-8-3326-52,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,16,16,1.52
bw-8-3326-53,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,16,56,1.78
bw-8-3326-54,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,12,13,1.30
bw-8-3326-55,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,18,18,1.53
bw-8-3326-56,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,16,16,1.40
bw-8-3326-57,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,18,18,1.41
bw-8-3326-58,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,14,14,1.37
bw-8-3326-59,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,18,18,1.41
bw-8-3326-60,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",8,True,20,20,1.57
bw-9-7235-1,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,24,24,1.56
bw-9-7235-2,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,20,20,1.45
bw-9-7235-3,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,22,23,1.68
bw-9-7235-4,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,22,22,1.51
bw-9-7235-5,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,12,12,1.25
bw-9-7235-6,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,14,14,1.29
bw-9-7235-7,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,24,24,1.57
bw-9-7235-8,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,24,24,1.66
bw-9-7235-9,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,20,20,1.38
bw-9-7235-10,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,22,22,1.52
bw-9-7235-11,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,24,33,1.78
bw-9-7235-12,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,22,22,1.51
bw-9-7235-13,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,26,26,1.65
bw-9-7235-14,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,22,22,1.47
bw-9-7235-15,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,28,28,1.66
bw-9-7235-16,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,24,24,1.75
bw-9-7235-17,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,16,16,1.34
bw-9-7235-18,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,22,22,1.49
bw-9-7235-19,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,20,20,1.46
bw-9-7235-20,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,18,18,1.42
bw-9-7235-21,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,24,32,1.62
bw-9-7235-22,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,26,27,1.65
bw-9-7235-23,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,28,28,1.59
bw-9-7235-24,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,20,20,1.45
bw-9-7235-25,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,14,14,1.37
bw-9-7235-26,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,24,33,1.69
bw-9-7235-27,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,16,16,1.60
bw-9-7235-28,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,16,16,1.43
bw-9-7235-29,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,22,22,1.44
bw-9-7235-30,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,26,27,1.59
bw-9-7235-31,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,24,24,1.64
bw-9-7235-32,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,16,16,1.60
bw-9-7235-33,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,22,22,1.66
bw-9-7235-34,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,16,16,1.42
bw-9-7235-35,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,20,82,2.17
bw-9-7235-36,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,20,20,1.44
bw-9-7235-37,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,20,20,1.48
bw-9-7235-38,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,18,18,1.43
bw-9-7235-39,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,16,16,1.40
bw-9-7235-40,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,18,18,1.36
bw-9-7235-41,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,18,18,1.54
bw-9-7235-42,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,16,16,1.58
bw-9-7235-43,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,22,22,1.54
bw-9-7235-44,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,20,20,1.43
bw-9-7235-45,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,18,18,1.52
bw-9-7235-46,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,26,26,1.67
bw-9-7235-47,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,16,16,1.41
bw-9-7235-48,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,22,22,1.49
bw-9-7235-49,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,24,24,1.46
bw-9-7235-50,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,12,12,1.44
bw-9-7235-51,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,20,20,1.64
bw-9-7235-52,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,22,22,1.56
bw-9-7235-53,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,20,20,1.45
bw-9-7235-54,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,16,16,1.54
bw-9-7235-55,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,26,28,1.49
bw-9-7235-56,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,26,26,1.69
bw-9-7235-57,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,18,18,1.45
bw-9-7235-58,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,30,34,1.75
bw-9-7235-59,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,18,18,1.47
bw-9-7235-60,astar,"{'name': 'nn_plact', 'nn': {'name': 'gms', 'arch': 'keras'}}",9,True,16,16,1.37
